id,jenis_makanan,nama_makanan,kalori,protein,lemak,karbohidrat,source,protein_per_calorie,fat_per_calorie,carb_per_calorie,protein_fat_ratio,macro_balance_score
744,komponen,sapi paru dendeng mentah,360.0,57.3,6.0,19.2,tkpi,0.15916666622453704,0.01666666662037037,0.05333333318518518,9.549998408333598,0.7363643329859431
745,dish,sarimuka,166.0,2.3,2.8,32.9,tkpi,0.013855421603280592,0.016867469777906808,0.198192769890405,0.8214282780613292,0.6234583346680023
746,dish,sate pusut masakan,274.0,12.9,18.6,13.6,tkpi,0.04708029179897704,0.06788321143108318,0.049635036315200595,0.6935483498092284,0.9437216561099735
747,komponen,sawi taiwan segar,30.0,1.9,0.5,4.4,tkpi,0.06333333122222229,0.016666666111111127,0.14666666177777796,3.7999924000151997,0.7627734581850419
748,komponen,sawi tanah segar,19.0,1.3,0.2,2.9,tkpi,0.0684210490304711,0.010526315235457093,0.15263157091412782,6.499967500162499,0.7480562250255168
749,dish,sayur bunga pepaya,49.0,1.7,0.3,9.8,tkpi,0.034693876842982106,0.006122448854643901,0.19999999591836745,5.666647777840741,0.6451230781352657
750,dish,sayur garu,178.0,2.6,13.9,10.6,tkpi,0.014606741490973364,0.0780898872017422,0.05955056146319909,0.1870503462553708,0.8249316100040941
751,dish,sayur kohukohu,133.0,7.3,6.6,11.2,tkpi,0.05488721763242693,0.049624059777262704,0.08421052568262763,1.1060604384756911,0.9193725936963584
752,dish,sayur lebui,64.0,2.1,0.6,12.5,tkpi,0.0328124994873047,0.009374999853515628,0.19531249694824224,3.499994166676389,0.6518610132746148
753,dish,sayur lilinterubuk,36.0,2.7,0.7,4.8,tkpi,0.07499999791666674,0.019444443904321002,0.13333332962962974,3.8571373469466477,0.7958556174066712
754,dish,sayur ndusuk,49.0,3.1,2.5,3.6,tkpi,0.06326530483132031,0.05102040712203251,0.07346938625572681,1.2399995040001983,0.9511205160752463
755,dish,sayur umbut kelapa,67.0,5.2,2.9,5.1,tkpi,0.07761193914012032,0.04328358144352863,0.07611940184896415,1.7931028299645415,0.919587457938936
756,dish,sayur umbut rotan,57.0,5.4,2.6,3.1,tkpi,0.09473684044321333,0.045614034287473085,0.054385963958140986,2.076922278106816,0.8901541071581268
757,dish,sepi masakan,88.0,7.9,1.6,10.6,tkpi,0.08977272625258266,0.018181817975206616,0.12045454408574381,4.937496914064429,0.8123909688063204
758,dish,sie reuboh masakan,474.0,11.2,42.5,11.7,tkpi,0.0236286919332728,0.08966244706822268,0.024683544251722478,0.263529405564014,0.7761692106392312
759,komponen,sirup pirous,228.0,0.2,0.4,55.9,tkpi,0.0008771929786088028,0.0017543859572176055,0.24517543752116036,0.49999875000312505,0.536102326846877
760,dish,sop konro masakan,71.0,7.4,2.6,4.5,tkpi,0.10422535064471337,0.036619717794088485,0.06338028079746083,2.846152751479711,0.8638816428221843
761,dish,sop saudara masakan,89.0,7.2,5.0,3.9,tkpi,0.08089887549551826,0.056179774649665455,0.043820224226739056,1.4399997120000576,0.9147862706945893
762,dish,soto banjar masakan,110.0,2.9,9.5,3.2,tkpi,0.026363636123966944,0.08636363557851241,0.029090908826446285,0.3052631257617763,0.804934306990988
763,komponen,sowa segar,48.0,1.6,0.6,9.1,tkpi,0.03333333263888891,0.012499999739583339,0.18958332938368064,2.66666222222963,0.6643124874117687
764,dish,srikaya ketan,265.0,2.7,6.4,49.1,tkpi,0.010188679206835173,0.02415094330509078,0.18528301816874335,0.4218749340820415,0.6382246743875178
765,dish,sunduk lawang,181.0,1.9,1.3,32.4,tkpi,0.010497237511064985,0.007182320402307623,0.17900552387289764,1.4615373372789713,0.5920976035259093
766,komponen,talas viqueque segar,115.0,1.8,0.5,25.9,tkpi,0.01565217377693762,0.004347826049149339,0.22521738934593574,3.5999928000144,0.5858394870709817
767,dish,tapai beras,99.0,1.7,0.3,22.4,tkpi,0.017171716998265484,0.003030302999693909,0.2262626239771452,5.666647777840741,0.5858920272190764
768,dish,tedong pallu basa masakan,83.0,10.4,3.4,2.8,tkpi,0.12530120330962408,0.040963854928146325,0.033734939352591094,3.0588226297580503,0.7921710998725202
769,dish,tekwan,53.0,1.9,0.9,9.4,tkpi,0.035849055927376305,0.016981131755072987,0.1773584872196512,2.1111087654347047,0.6890763203076218
770,komponen,telur ayam kampung segar,174.0,10.8,14.0,1.2,tkpi,0.062068965160523196,0.08045976965253006,0.006896551684502576,0.7714285163265346,0.7908094558526038
771,komponen,telur bebek alabio segar,187.0,11.8,14.2,3.0,tkpi,0.06310160394063313,0.0759358284709314,0.016042780662872833,0.8309858569728271,0.8339726888711008
772,komponen,telur bebek tambak segar,187.0,10.9,12.4,7.9,tkpi,0.05828876974177129,0.0663101600732077,0.042245989078898455,0.8790321871748237,0.9400375418786228
773,komponen,telur burung maleo segar,436.0,26.5,36.3,0.4,tkpi,0.06077981637435822,0.0832568805429888,0.0009174311905563506,0.7300275280984153,0.760264067915913
774,komponen,telur penyu segar,136.0,8.6,10.1,2.7,tkpi,0.06323529365268166,0.07426470533628893,0.019852941030493083,0.8514850642093996,0.8507433753284425
775,komponen,tempoya,110.0,1.7,1.3,21.9,tkpi,0.015454545314049589,0.011818181710743803,0.19909090728099174,1.3076913017759217,0.6137333892334235
776,komponen,terasi dobo,191.0,33.1,3.6,6.6,tkpi,0.17329842841205012,0.01884816744058551,0.03455497364107343,9.194441890432808,0.6938562151632306
777,komponen,terong asam segar,37.0,2.0,0.4,6.3,tkpi,0.054054052593133714,0.010810810518626745,0.1702702656683712,4.99998750003125,0.713641579447436
778,komponen,terong hintalo segar,45.0,1.9,0.8,7.5,tkpi,0.04222222128395064,0.017777777382716062,0.16666666296296306,2.3749970312537108,0.7123811669844688
779,dish,tikus rica masakan,257.0,18.8,18.5,3.8,tkpi,0.07315175068812549,0.07198443551757029,0.014785992160365788,1.0162161612856129,0.8296489434139728
780,dish,tinira ninahu nggaluku,33.0,1.2,1.3,4.1,tkpi,0.03636363526170802,0.03939393820018369,0.1242424204775024,0.9230762130182977,0.7963449984479196
781,dish,tinoransa masakan,516.0,17.7,49.5,0.0,tkpi,0.03430232551491797,0.09593023237222824,0.0,0.35757575035200506,0.6952418736283327
782,dish,tumis bandeng,189.0,11.3,15.7,0.6,tkpi,0.05978835947201926,0.0830687826292657,0.0031746031578063325,0.7197451770862946,0.7702582353099373
783,komponen,ubi jalar putih segar,88.0,0.4,0.4,20.6,tkpi,0.004545454493801654,0.004545454493801654,0.23409090643078517,0.9999975000062501,0.5550293775710822
784,komponen,ubi jalar tinta kemayung,108.0,0.5,0.4,25.6,tkpi,0.004629629586762689,0.0037037036694101515,0.2370370348422497,1.2499968750078125,0.5526077740894135
785,komponen,ubi jalar kuning segar,119.0,0.5,0.4,25.1,tkpi,0.004201680636960667,0.0033613445095685337,0.2109243679754255,1.2499968750078125,0.5530694941553337
786,komponen,udang galah segar,81.0,16.5,0.3,3.0,tkpi,0.2037037011888432,0.0037037036579789673,0.03703703657978967,54.999816667277784,0.6420905511812813
787,komponen,udang kering mentah,278.0,62.6,4.1,2.2,tkpi,0.22517985530510845,0.014748201385797835,0.007913669036281767,15.268288958953914,0.5930953386103746
788,dish,udang papay mentah,273.0,47.8,3.8,12.5,tkpi,0.175091574450214,0.013919413868427054,0.04578754561982584,12.578944058172615,0.7031879064920832
789,komponen,udang besar segar,56.0,11.4,0.6,1.2,tkpi,0.20357142493622457,0.010714285522959187,0.021428571045918374,18.99996833338611,0.6245602517162464
790,komponen,ulat sagu segar,241.0,5.8,21.6,5.8,tkpi,0.024066389941633237,0.0896265556447031,0.024066389941633237,0.26851850608710615,0.7756568846837861
791,dish,ulat sagu panggang,380.0,11.9,30.3,14.9,tkpi,0.03131578939127424,0.07973684189542937,0.03921052621260388,0.39273926096570094,0.8588383872475185
792,dish,uli batatas,150.0,1.1,4.0,27.4,tkpi,0.0073333332844444455,0.02666666648888889,0.1826666654488889,0.2749999312500172,0.6377207081013421
793,komponen,umbut kelapa segar,39.0,2.0,0.2,7.2,tkpi,0.05128204996712693,0.005128204996712693,0.18461537988165694,9.999950000249997,0.6842577405737296
794,komponen,umbut rotan,34.0,2.4,0.3,5.5,tkpi,0.07058823321799314,0.008823529152249142,0.16176470112456762,7.999973333422223,0.7395200106731579
795,komponen,vigus segar,44.0,2.4,0.1,8.3,tkpi,0.054545453305785155,0.0022727272210743815,0.18863635934917367,23.999760002399974,0.6802314222733478
796,dish,waluh balamak,45.0,0.8,0.9,8.1,tkpi,0.017777777382716062,0.019999999555555568,0.17999999600000008,0.8888879012356653,0.6512319799018071
797,dish,woku ubi,143.0,3.1,7.8,15.0,tkpi,0.021678321526725025,0.0545454541640178,0.1048951041615727,0.3974358464825838,0.8110517297542473
798,dish,bayau mi balu masakan,313.0,6.0,12.2,44.8,tkpi,0.019169329012238567,0.038977635658218414,0.14313098995804796,0.4918032383767838,0.729866327115316
799,dish,cucuru bayau masakan,349.0,6.8,18.7,38.3,tkpi,0.01948424063185031,0.05358166173758836,0.1097421200293922,0.36363634419056984,0.7964379512005638
800,komponen,gulai keumamah masakan,110.0,5.9,8.2,3.2,tkpi,0.05363636314876034,0.07454545386776859,0.029090908826446285,0.7195121073765725,0.8818833747669048
801,dish,putri hijau,189.0,5.4,2.1,37.2,tkpi,0.028571428420256995,0.011111111052322164,0.19682539578399263,2.5714273469393585,0.6459523916588783
802,dish,tumis keumamah,300.0,14.5,20.0,15.5,tkpi,0.04833333317222222,0.06666666644444444,0.051666666494444444,0.7249999637500018,0.9521576663519755
803,komponen,daun salam bubuk,301.0,14.2,10.9,49.0,tkpi,0.04717607957748811,0.036212624464409884,0.16279069713358574,1.3027521740594337,0.7674031224255801
804,komponen,kelinci daging segar,142.0,16.9,7.8,0.0,tkpi,0.1190140836689149,0.05492957707796072,0.0,2.1666663888889244,0.7203968868331714
805,komponen,kopi bubuk instant,129.0,12.3,0.5,35.0,tkpi,0.09534883647016407,0.003875968962201791,0.27131782735412535,24.5999508000984,0.7004818535397594
806,komponen,minyak kedelai,883.0,0.0,99.9,0.0,tkpi,0.0,0.1131370327144541,0.0,0.0,0.5285954792089683
807,komponen,minyak wijen,881.0,0.2,99.7,0.0,tkpi,0.00022701475570145887,0.11316685571717724,0.0,0.0020060180340419455,0.5300103977438456
808,komponen,susu ibu asi,62.0,1.5,3.2,7.0,tkpi,0.02419354799687826,0.051612902393340286,0.11290322398543187,0.4687498535156707,0.8034807480230138
809,komponen,susu kuda segar,40.0,2.0,1.1,5.4,tkpi,0.04999999875000003,0.02749999931250002,0.1349999966250001,1.8181801652907588,0.782149891571276
810,komponen,teh hijau daun kering,300.0,28.3,4.8,53.6,tkpi,0.0943333330188889,0.015999999946666666,0.17866666607111112,5.8958321050349785,0.7701610892255174
811,komponen,teh hitam daun kering,293.0,24.5,2.8,58.8,tkpi,0.08361774715488823,0.009556313960558655,0.20068259317173176,8.749996875001116,0.7322416423646272
812,komponen,teh melati daun kering,299.0,24.1,3.5,59.0,tkpi,0.08060200641939129,0.011705685579579647,0.1973244140557712,6.885712318367909,0.7354837517662074
813,komponen,telur burung puyuh segar,116.0,10.7,7.0,1.6,tkpi,0.09224137851516052,0.060344827065992875,0.0137931033293698,1.5285712102041127,0.8063934865963209
814,komponen,daun lobak segar,30.0,2.3,0.4,5.8,tkpi,0.07666666411111119,0.013333332888888903,0.1933333268888891,5.749985625035937,0.7368747263181764
815,dish,ikan pepetek mentah,176.0,32.0,4.4,2.0,tkpi,0.18181818078512396,0.02499999985795455,0.011363636299070248,7.272725619835086,0.6455270931838843
816,komponen,ikan pindang banjar mentah,157.0,28.0,4.2,1.8,tkpi,0.17834394790863728,0.02675159218629559,0.011464968079840968,6.6666650793654565,0.6521831696399127
817,komponen,ikan pindang benggol mentah,170.0,31.0,4.2,0.0,tkpi,0.18235294010380623,0.02470588220761246,0.0,7.3809506235831845,0.6099128473212272
818,komponen,ikan pindang layang mentah,153.0,30.0,2.8,0.0,tkpi,0.19607843009099066,0.018300653475159127,0.0,10.714281887756469,0.5874834882935815
819,komponen,ikan pindang selar mentah,142.0,27.0,3.0,0.0,tkpi,0.19014084373140253,0.02112676041460028,0.0,8.999997000000999,0.5972318008801809
820,komponen,ikan selar kering mentah,194.0,38.0,3.5,0.0,tkpi,0.19587628765012224,0.018041237020405995,0.0,10.857139755102926,0.5867940203408198
821,komponen,ikan sepat kering mentah,289.0,38.0,14.0,0.0,tkpi,0.131487888818381,0.04844290640677195,0.0,2.7142855204081773,0.6982409667707739
822,komponen,ikan teri nasi kering mentah,144.0,32.5,0.6,0.0,tkpi,0.22569444287712193,0.004166666637731482,0.0,54.16657638903935,0.5413534191469709
823,komponen,ikan teri bubuk mentah,277.0,60.0,2.3,1.8,tkpi,0.21660649741297294,0.008303249067497295,0.006498194922389188,26.08694517958905,0.5738119407933548
824,komponen,ikan teri kering mentah,170.0,33.4,3.0,0.0,tkpi,0.19647058707958479,0.017647058719723184,0.0,11.133329622223458,0.5855056021228515
825,komponen,ikan teri kering tawar mentah,331.0,68.7,4.2,0.0,tkpi,0.2075528694635865,0.012688821713931053,0.0,16.35713896258596,0.5686923435106477
826,komponen,rebon kering mentah,299.0,59.4,3.6,3.2,tkpi,0.19866220669343743,0.01204013373899621,0.010702341101329964,16.49999541666794,0.6012211746867309
827,dish,sardines dalam kaleng,338.0,21.1,27.0,1.0,tkpi,0.062426035318266175,0.07988165656839746,0.00295857987290361,0.781481452537724,0.7733270854176936
828,komponen,telur bebek asin mentah,179.0,13.6,13.3,4.4,tkpi,0.07597765320682875,0.07430167556256048,0.02458100544926813,1.02255631409351,0.8636431772722537
829,komponen,alpukat segar,85.0,0.9,6.5,7.7,tkpi,0.010588235169550176,0.07647058733564015,0.09058823422837373,0.1384615171597666,0.8037429512503942
830,komponen,ampas tahu kering,414.0,26.6,18.3,41.3,tkpi,0.06425120757427245,0.04420289844395436,0.09975845386531774,1.453551833139244,0.8896738796078785
831,komponen,anak sapi daging gemuk segar,184.0,18.8,14.0,0.0,tkpi,0.10217391248818526,0.07608695610822307,0.0,1.3428570469387824,0.7568439605083223
832,komponen,anak sapi daging kurus segar,174.0,19.6,10.0,0.0,tkpi,0.1126436775135421,0.05747126403752147,0.0,1.95999980400002,0.7296546650788529
833,komponen,anak sapi daging sedang segar,190.0,19.1,12.0,0.0,tkpi,0.10052631526038783,0.06315789440443213,0.0,1.5916665340277891,0.7465398404964326
834,komponen,andewi segar,226.0,1.6,0.2,5.3,tkpi,0.0070796459863732486,0.0008849557482966561,0.023451327329861382,7.999960000199999,0.6969739049182174
835,komponen,angsa daging segar,349.0,16.4,31.5,0.0,tkpi,0.046991403876815455,0.09025787939754189,0.0,0.5206349041068283,0.7314515426771091
836,komponen,apel segar,58.0,0.3,0.4,14.9,tkpi,0.005172413703923902,0.00689655160523187,0.25689654729488715,0.7499981250046874,0.5603168415100013
837,komponen,arbai segar,37.0,0.8,0.5,8.3,tkpi,0.02162162103725349,0.013513513148283429,0.22432431826150495,1.5999968000064,0.6241329468194018
838,komponen,asam masak pohon segar,267.0,2.8,0.6,62.5,tkpi,0.010486891346491042,0.0022471910028195093,0.23408239612703222,4.666658888901852,0.5648639792644683
839,komponen,ayam daging segar,298.0,18.2,25.0,0.0,tkpi,0.06107382529840998,0.08389261716814558,0.0,0.7279999708800011,0.7556947178767056
840,komponen,ayam didehdarah segar,75.0,13.8,1.9,0.7,tkpi,0.1839999975466667,0.025333332995555558,0.00933333320888889,7.263154072024173,0.639458163651129
841,komponen,babi daging gemuksegar,453.0,11.9,45.0,0.0,tkpi,0.026269315615299525,0.09933774812508224,0.0,0.2644444385679014,0.6654021840188985
842,komponen,babi daging kurus segar,371.0,14.1,35.0,0.0,tkpi,0.038005390733139105,0.09433962238722474,0.0,0.4028571313469391,0.7071629011562548
843,komponen,babi ginjal segar,110.0,16.3,4.6,0.8,tkpi,0.14818181683471077,0.04181818143801653,0.007272727206611571,3.543477490548372,0.6960310225971047
844,komponen,babi hati segar,129.0,19.7,4.8,1.7,tkpi,0.15271317711075055,0.037209302037137196,0.01317829447148609,4.1041658116321225,0.7001069583585362
845,komponen,baligo segar,15.0,0.4,0.2,3.0,tkpi,0.02666666488888901,0.013333332444444505,0.19999998666666757,1.9999900000499997,0.6457198801905744
846,komponen,bawang bombay segar,43.0,1.4,0.2,10.3,tkpi,0.0325581387777177,0.0046511626825311006,0.2395348781503517,6.999965000174998,0.621423623125676
847,komponen,bawang merah segar,46.0,1.5,0.3,9.2,tkpi,0.03260869494328924,0.006521738988657848,0.199999995652174,4.999983333388889,0.6415265505539366
848,komponen,bawang putih segar,112.0,4.5,0.2,23.1,tkpi,0.04017857106983419,0.0017857142697704084,0.2062499981584822,22.499887500562497,0.6425209206874628
849,komponen,bebek itik daging segar,321.0,16.0,28.6,0.0,tkpi,0.04984423660484662,0.08909657293116333,0.0,0.5594405398797013,0.7375925821869955
850,komponen,belimbing segar,36.0,0.4,0.4,8.8,tkpi,0.011111110802469145,0.011111110802469145,0.24444443765432122,0.9999975000062501,0.5875210443078474
851,komponen,beras menir mentah,362.0,7.7,4.4,73.0,tkpi,0.02127071817328531,0.012154696099020177,0.2016574580064711,1.7499996022728175,0.62879819215445
852,komponen,beras parboiled,353.0,6.8,0.6,80.0,tkpi,0.019263456036080862,0.0016997167090659583,0.22662889454212778,11.333314444475926,0.5874471946651645
853,dish,bihun mentah,348.0,4.7,0.1,82.1,tkpi,0.013505747087627164,0.00028735632101334395,0.23591953955195533,46.99953000469995,0.5671134123660607
854,dish,biskuit,458.0,6.9,14.4,75.1,tkpi,0.015065502150512005,0.03144104796628592,0.16397379876861615,0.4791666333912061,0.6832373763354551
855,komponen,bit segar,41.0,1.6,0.1,9.6,tkpi,0.03902438929208807,0.0024390243307555043,0.2341463357525284,15.999840001599983,0.630973569227233
856,komponen,boros kunci segar,40.0,1.0,0.8,7.2,tkpi,0.024999999375000016,0.019999999500000015,0.17999999550000012,1.249998437501953,0.669892148812486
857,komponen,boros laja lengkuas segar,26.0,1.0,0.3,4.7,tkpi,0.03846153698224858,0.011538461094674572,0.18076922381656832,3.3333222222592593,0.678257061431772
858,komponen,buah atung segar,23.0,0.8,0.2,5.2,tkpi,0.03478260718336491,0.008695651795841227,0.22608694669187188,3.9999800000999994,0.6404676667247207
859,komponen,buah mentega bisbul segar,39.0,0.7,0.2,9.7,tkpi,0.017948717488494425,0.005128204996712693,0.24871794234056557,3.499982500087499,0.5881823630909184
860,komponen,buah nona segar,101.0,1.7,0.6,25.2,tkpi,0.016831683001666504,0.005940594000588178,0.2495049480247035,2.8333286111189815,0.5874120290259662
861,komponen,bungkil biji karet,333.0,29.3,3.3,50.0,tkpi,0.0879879877237598,0.009909909880150421,0.1501501496992488,8.878785188246914,0.7686915478371984
862,komponen,bungkil kacang tanah,336.0,37.4,13.0,30.5,tkpi,0.11130952347824546,0.03869047607532596,0.09077380925364938,2.8769228556213187,0.8730555659428119
863,komponen,bungkil kelapa,368.0,23.0,15.0,40.0,tkpi,0.06249999983016304,0.04076086945445416,0.10869565187854442,1.533333231111118,0.8663547369990436
864,komponen,burung sarang segar,281.0,37.5,0.3,32.1,tkpi,0.13345195682045566,0.0010676156545636453,0.11423487503831006,124.99958333472223,0.7652047125730628
865,komponen,cabai hijau segar,26.0,0.7,0.3,5.2,tkpi,0.026923075887574,0.011538461094674572,0.1999999923076926,2.3333255555814816,0.641675640796739
866,komponen,cabai merah kering,367.0,15.9,6.2,61.8,tkpi,0.04332425056314918,0.016893732923995278,0.16839237011337227,2.564515715400691,0.7109736951430622
867,komponen,cabai merah segar,36.0,1.0,0.3,7.3,tkpi,0.027777777006172864,0.008333333101851859,0.2027777721450619,3.3333222222592593,0.633972236656495
868,komponen,cabai rawit segar,120.0,4.7,2.4,19.9,tkpi,0.03916666634027778,0.019999999833333334,0.16583333195138888,1.9583325173614512,0.7124278186474169
869,komponen,cantel mentah,366.0,11.0,3.3,73.0,tkpi,0.030054644726626653,0.009016393417987996,0.19945355136761325,3.3333323232326295,0.6426031173621427
870,komponen,cempedak segar,116.0,3.0,0.4,28.6,tkpi,0.025862068742568373,0.00344827583234245,0.24655172201248518,7.499981250046875,0.6023397422980823
871,komponen,cengkeh kering,330.0,5.2,8.9,57.4,tkpi,0.015757575709825528,0.026969696887970615,0.17393939341230485,0.584269597273079,0.6673673558425732
872,komponen,cuka,21.0,0.1,0.1,5.0,tkpi,0.004761904535147403,0.004761904535147403,0.23809522675737013,0.9999900000999989,0.5557918938699894
873,komponen,daun bluntas segar,44.0,1.8,0.5,9.4,tkpi,0.04090908997933887,0.011363636105371907,0.21363635878099185,3.5999928000144,0.6645185731497749
874,komponen,daun gandaria segar,63.0,3.1,0.3,14.0,tkpi,0.04920634842529606,0.004761904686318973,0.22222221869488543,10.333298889003705,0.6603517968183599
875,komponen,daun jambu mete muda segar,78.0,4.6,0.5,16.2,tkpi,0.058974358218277456,0.006410256328073637,0.20769230502958583,9.199981600036798,0.68784932313467
876,komponen,daun kecipir segar,52.0,5.0,0.5,8.5,tkpi,0.09615384430473377,0.009615384430473377,0.1634615353180474,9.999980000039999,0.7661085392334702
877,komponen,daun kedondong segar,59.0,3.5,0.3,13.4,tkpi,0.059322032892846904,0.005084745676529734,0.22711864021832814,11.666627777907408,0.6757942498545435
878,komponen,daun kemangi segar,43.0,5.5,0.3,7.5,tkpi,0.12790697376960528,0.00697674402379665,0.17441860059491626,18.33327222242593,0.7718334500904052
879,komponen,daun koro segar,23.0,3.0,0.3,3.7,tkpi,0.1304347769376184,0.01304347769376184,0.16086955822306268,9.999966666777778,0.7905844435495617
880,komponen,daun labu siam segar,34.0,4.0,0.4,4.7,tkpi,0.11764705536332191,0.011764705536332193,0.13823529005190324,9.9999750000625,0.7929835728799298
881,komponen,daun labu waluhkuning segar,34.0,3.6,0.6,4.5,tkpi,0.10588234982698973,0.017647058304498284,0.13235293728373715,5.999990000016667,0.8083525057409993
882,komponen,daun leunca segar,49.0,4.7,0.5,8.1,tkpi,0.09591836538942113,0.010204081424406502,0.16530611907538534,9.3999812000376,0.7662848475814583
883,komponen,daun lompong talas segar,44.0,3.0,0.8,7.4,tkpi,0.06818181663223144,0.01818181776859505,0.16818181435950424,3.749995312505859,0.7550105282469443
884,komponen,daun mangkokan segar,57.0,3.7,0.3,11.8,tkpi,0.06491227956294247,0.0052631578024007405,0.20701754022776248,12.333292222359262,0.6946972361157691
885,komponen,daun melinjo segar,104.0,5.0,1.3,21.3,tkpi,0.048076922614644975,0.012499999879807695,0.2048076903383876,3.8461508875762402,0.6852062928442941
886,komponen,daun oyong segar,22.0,1.0,0.1,5.3,tkpi,0.045454543388429844,0.004545454338842985,0.24090907995867816,9.99990000099999,0.6454505744767186
887,komponen,daun pepaya segar,87.0,8.0,2.0,11.9,tkpi,0.09195402193156296,0.02298850548289074,0.1367816076231999,3.999998000001,0.8140705655570564
888,komponen,daun singkong ambon segar,144.0,12.7,1.2,25.2,tkpi,0.08819444383198302,0.008333333275462963,0.17499999878472222,10.583324513896239,0.7493403166583263
889,komponen,daun tespong segar,70.0,2.9,0.3,13.9,tkpi,0.0414285708367347,0.004285714224489797,0.19857142573469394,9.666634444551853,0.6552847763244352
890,komponen,domba daging gemuk segar,317.0,15.7,27.7,0.0,tkpi,0.04952681372389017,0.08738170319437949,0.0,0.5667869831484843,0.7386623164227637
891,komponen,domba daging kurus segar,202.0,17.1,14.8,0.0,tkpi,0.08465346492745811,0.07326732636996373,0.0,1.155405327337478,0.7624669186066941
892,komponen,domba ginjal segar,100.0,16.6,3.3,1.0,tkpi,0.16599999834000004,0.03299999967,0.0099999999,5.030301505969241,0.6709948820688707
893,komponen,duku segar,63.0,1.0,0.2,16.1,tkpi,0.015873015621063243,0.003174603124212649,0.25555555149911824,4.999975000124999,0.5772216417984805
894,komponen,durian segar,134.0,2.5,3.0,28.0,tkpi,0.01865671627868122,0.022388059534417467,0.20895522232122968,0.8333330555556481,0.6446353944591329
895,komponen,eceng segar,19.0,1.0,0.2,3.8,tkpi,0.05263157617728546,0.010526315235457093,0.19999998947368475,4.999975000124999,0.691311015925594
896,komponen,embacang segar,98.0,1.4,0.2,25.4,tkpi,0.014285714139941692,0.002040816305705956,0.25918367082465643,6.999965000174998,0.5701150184134249
897,dish,emping kerupuk melinjo,345.0,12.0,1.5,71.5,tkpi,0.034782608594833016,0.004347826074354127,0.20724637621088007,7.999994666670223,0.6373768090378026
898,komponen,erbis segar,70.0,0.6,0.0,18.9,tkpi,0.008571428448979594,0.0,0.2699999961428572,600000.0,0.5501771844186998
899,dish,es krim,210.0,4.0,12.5,20.6,tkpi,0.0190476189569161,0.05952380924036282,0.09809523762811792,0.31999997440000205,0.8173159727623346
900,komponen,gambas oyong segar,19.0,0.8,0.2,4.1,tkpi,0.04210526094182837,0.010526315235457093,0.21578946232687038,3.9999800000999994,0.6637955255003481
901,komponen,gandaria masak,68.0,0.7,0.1,18.0,tkpi,0.010294117495674743,0.0014705882136678205,0.26470587846020766,6.999930000699992,0.5584928369534904
902,komponen,genjer segar,35.0,1.7,0.2,7.7,tkpi,0.048571427183673514,0.005714285551020414,0.2199999937142859,8.499957500212497,0.6624614219579239
903,dish,ham,384.0,16.9,35.0,0.3,tkpi,0.0440104165520562,0.09114583309597439,0.0007812499979654948,0.48285712906122485,0.7285320517730336
904,dish,hangop,65.0,10.0,1.0,3.5,tkpi,0.15384615147928998,0.015384615147928998,0.053846153017751495,9.999990000010001,0.7383952488105507
905,komponen,jagung kuning tepung,355.0,9.2,3.9,73.7,tkpi,0.025915492884745088,0.010985915462011506,0.20760563321801231,2.3589737541092934,0.634462256580172
906,komponen,jagung muda semi segar,35.0,2.2,0.1,7.4,tkpi,0.06285714106122454,0.002857142775510207,0.2114285653877553,21.99978000219998,0.6836620900930568
907,komponen,jahe segar,51.0,1.5,1.0,10.1,tkpi,0.029411764129181096,0.0196078427527874,0.1980392118031527,1.4999985000015001,0.6684983558833075
908,komponen,jali mentah,324.0,11.0,4.0,61.0,tkpi,0.03395061717916476,0.012345678974241731,0.1882716043571864,2.749999312500172,0.6660324592841846
909,komponen,jambu air segar,46.0,0.6,0.2,11.8,tkpi,0.013043477977315697,0.004347825992438566,0.25652173355387536,2.9999850000749992,0.5732942824623078
910,komponen,jambu biji,49.0,0.9,0.3,12.2,tkpi,0.018367346563931703,0.006122448854643901,0.24897958675551862,2.9999900000333337,0.5915092637925703
911,komponen,jambu monyet segar,64.0,0.7,0.6,15.8,tkpi,0.010937499829101565,0.009374999853515628,0.2468749961425782,1.166664722225463,0.5823453115018562
912,komponen,jampang huma mentah,350.0,6.2,1.4,78.2,tkpi,0.01771428566367347,0.0039999999885714285,0.2234285707902041,4.428568265308383,0.5905921044270368
913,komponen,jamur kuping kering,294.0,16.0,0.9,64.6,tkpi,0.05442176852237494,0.00306122447938359,0.2197278904090888,17.777758024713304,0.6665309471223338
914,komponen,jamur kuping segar,21.0,3.8,0.6,0.9,tkpi,0.1809523723356013,0.028571427210884418,0.042857140816326626,6.33332277779537,0.7277375997243603
915,komponen,jantung pisang segar,32.0,1.2,0.3,7.1,tkpi,0.03749999882812504,0.00937499970703126,0.22187499306640648,3.9999866667111115,0.64931582833279
916,komponen,jawawut mentah,364.0,9.7,3.5,73.4,tkpi,0.02664835157514189,0.009615384588968724,0.20164835109437268,2.7714277795920625,0.6352034157256712
917,komponen,jeruk bali segar,48.0,0.6,0.2,12.4,tkpi,0.012499999739583339,0.004166666579861113,0.258333327951389,2.9999850000749992,0.5712719105110262
918,komponen,jeruk garutkeprok,44.0,0.8,0.3,10.9,tkpi,0.01818181776859505,0.006818181663223144,0.2477272670971076,2.6666577778074076,0.5930579256800155
